"번호","사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","건물용도명","건축연면적","기념품종류","기획여행보험시작일자","기획여행보험종료일자","무대면적","문화사업자구분명","문화체육업종명","발전시설유무","방송시설유무","보험기관명","보험시작일자","보험종료일자","시설규모","시설면적","안내소유무","영문상호명","의무실유무","좌석수","주변환경명","지역구분명","전화번호","위치정보(X)","위치정보(Y)","인허가번호","상세영업상태명"
"504","한국고전기타 연주회","서울특별시 동작구 대방동 369-21번지 ","","19930526","운영중","","","","","","156809","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","","","CDFE1230001993000007","영업중"
"505","사군자","서울특별시 동작구 노량진동 292-7번지 ","서울특별시 동작구 노량진로6길 78  (노량진동)","19930728","운영중","","","","","","156805","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","194399.22184700000  ","445583.04002300000  ","CDFE1230001993000008","영업중"
"506","인하대학교 고전기타회 OB","서울특별시 동작구 노량진동 119-134번지 ","서울특별시 동작구 노량진로16길 44  (노량진동)","19930806","운영중","","","","","","156801","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","195033.36594600000  ","445816.25832800000  ","CDFE1230001993000009","영업중"
"507","중국 장애인 예술단 초청공연","서울특별시 동작구 신대방동 400번지 ","","19931005","운영중","","","","","","156849","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","","","CDFE1230001993000010","영업중"
"508","김상건 민족 예술단","서울특별시 동작구 사당동 206-105번지 ","서울특별시 동작구 사당로4길 7-9  (사당동)","19931027","운영중","","","","","","156090","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","197060.30941200000  ","443080.85282100000  ","CDFE1230001993000011","영업중"
"509","성기훈독창회","서울특별시 동작구 사당동 산 17번지 극동 101-206 ","","19931101","운영중","","","","","","156090","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","","","CDFE1230001993000012","영업중"
"510","우리가곡 연구회","서울특별시 동작구 동작동 102-29번지 ","서울특별시 동작구 동작대로43길 11  (동작동)","19931101","운영중","","","","","","156080","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","198393.09885000000  ","444134.79066500000  ","CDFE1230001993000013","영업중"
"511","홍운철 실내악단","서울특별시 동작구 신대방동 584-8번지 ","서울특별시 동작구 신대방16나길 17  (신대방동)","19931112","운영중","","","","","","156852","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","192004.43936300000  ","443623.33366000000  ","CDFE1230001993000014","영업중"
"512","김수정 음악회","서울특별시 동작구 사당동 1번지 대림 A 2-1501 ","","19931125","운영중","","","","","","156090","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","","","CDFE1230001993000015","영업중"
"513","센무회","서울특별시 동작구 사당동 220-55번지 ","서울특별시 동작구 사당로 189-1  (사당동)","19931201","운영중","","","","","","156819","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","197325.02954900000  ","442896.10947300000  ","CDFE1230001993000016","영업중"
"514","김영희 귀국 독창회","서울특별시 동작구 대방동 391-179번지 ","서울특별시 동작구 대방동3길 22  (대방동)","19940117","운영중","","","","","","156810","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","193484.95116700000  ","444646.54060300000  ","CDFE1230001994000001","영업중"
"515","장선희 발레단","서울특별시 동작구 상도동 134-96번지 ","","19940323","운영중","","","","","","156030","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","","","CDFE1230001994000002","영업중"
"516","오느름 국악 실내 악단","서울특별시 동작구 흑석동 231-3번지 ","서울특별시 동작구 서달로 129-2  (흑석동)","19940401","운영중","","","","","","156861","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","196533.56530300000  ","445080.97529300000  ","CDFE1230001994000003","영업중"
"517","광인 성악 연구회","서울특별시 동작구 사당동 1044-37번지 ","서울특별시 동작구 동작대로1길 27  (사당동)","19940504","운영중","","","","","","156827","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","198219.54725700000  ","441974.76565900000  ","CDFE1230001994000004","영업중"
"518","티엔씨","서울특별시 동작구 사당동 252-6번지 ","서울특별시 동작구 사당로13길 18  (사당동)","19940530","운영중","","","","","","156819","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","197576.52977900000  ","442831.28141300000  ","CDFE1230001994000005","영업중"
"519","친구들","서울특별시 동작구 신대방동 341-110번지 ","","19940531","운영중","","","","","","156847","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","","","CDFE1230001994000006","영업중"
"520","휘이벤트","서울특별시 동작구 대방동 404-35번지 ","","19940715","운영중","","","","","","156811","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","","","CDFE1230001994000007","영업중"
"521","김지혜 바이올린 독주회","서울특별시 동작구 상도동 214-356번지 ","서울특별시 동작구 양녕로26나길 29  (상도동)","19940719","운영중","","","","","","156842","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","195188.97270900000  ","444183.37013600000  ","CDFE1230001994000008","영업중"
"522","김윤경","서울특별시 동작구 상도1동 1044-37번지 ","","19940811","운영중","","","","","","156031","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","","","CDFE1230001994000009","영업중"
"523","김현수 악단","서울특별시 동작구 노량진동 265-5번지 ","","19940816","운영중","","","","","","156804","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","","","CDFE1230001994000010","영업중"
"524","고려오페라단","서울특별시 동작구 상도동 58-7번지 ","","19940818","운영중","","","","","","156030","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","","","CDFE1230001994000011","영업중"
"525","서경숙 귀국 피아노 독주회","서울특별시 동작구 대방동 1번지 현대 103-105 ","서울특별시 동작구 등용로 40-2  (대방동,현대 103-105)","19941025","운영중","","","","","","156807","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","194196.10694100000  ","445155.50951800000  ","CDFE1230001994000012","영업중"
"526","신고려오페라단","서울특별시 동작구 상도1동 58-7번지 ","","19950105","운영중","","","","","","156031","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","","","CDFE1230001995000001","영업중"
"527","극단 무궁화","서울특별시 동작구 사당동 91-129번지 ","서울특별시 동작구 동작대로29나길 15  (사당동)","19950126","운영중","","","","","","156815","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","198267.26911800000  ","443255.37348400000  ","CDFE1230001995000002","영업중"
"528","DACOM 천리안 연극마당 동호회","서울특별시 동작구 상도1동 510번지 상원 빌라 가 102 ","서울특별시 동작구 매봉로 49-1  (상도1동,상원 빌라 가 102)","19950215","운영중","","","","","","156830","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","195700.75127700000  ","445302.02499900000  ","CDFE1230001995000003","영업중"
"529","예술기획","서울특별시 동작구 상도동 56-169번지 ","","19950215","운영중","","","","","","156030","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","","","CDFE1230001995000004","영업중"
"530","박미리파리프 오른간 독주회","서울특별시 동작구 본동 148-2번지 극동A 604호 ","","19950316","운영중","","","","","","156060","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","195681.154289       ","445479.064408       ","CDFE1230001995000005","영업중"
"531","극단예인","서울특별시 동작구 상도동 195-38번지 ","서울특별시 동작구 상도로22길 14-5  (상도동)","19950614","운영중","","","","","","156838","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","194385.65242000000  ","444775.26220700000  ","CDFE1230001995000006","영업중"
"532","박미라 파이프 오르간 독주회","서울특별시 동작구 상도동 1050-31번지 ","","19950703","운영중","","","","","","156030","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","","","CDFE1230001995000007","영업중"
"533","백병동 작곡 발표회","서울특별시 동작구 상도1동 1번지 상도 빌라 A동 202호 ","","19951028","운영중","","","","","","156830","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","","","CDFE1230001995000008","영업중"
"534","하나김 가무단","서울특별시 동작구 노량진동 304-39번지 ","서울특별시 동작구 장승배기로27라길 12  (노량진동)","19951127","운영중","","","","","","156806","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","194546.02412400000  ","445512.52152000000  ","CDFE1230001995000009","영업중"
"535","꼴로르 현악 4중주단","서울특별시 동작구 대방동 502번지 현대 아파트 101동 2105 ","","19951209","운영중","","","","","","156811","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","193810.012772       ","445610.160718       ","CDFE1230001995000010","영업중"
"536","김유봉류 봉산 탈춤 보존회","서울특별시 동작구 흑석동 28번지 한강 현대A 상가 301 ","","19960212","운영중","","","","","","156857","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","197240.772072       ","444965.446982       ","CDFE1230001996000001","영업중"
"537","윤덕경 무용단","서울특별시 동작구 노량진동 1번지 우성A 105-301 ","","19960315","운영중","","","","","","156812","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","","","CDFE1230001996000002","영업중"
"538","도깨비 나라 인형극단","서울특별시 동작구 사당동 1032-9번지 ","서울특별시 동작구 동작대로5길 16  (사당동)","19960415","운영중","","","","","","156826","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","198286.58032900000  ","442187.99688900000  ","CDFE1230001996000003","영업중"
"539","전통예술 연구완(풍물패 울림)","서울특별시 동작구 상도동 154-5번지 맥산 BD ","서울특별시 동작구 상도로34나길 9  (상도동,맥산 BD)","19960424","운영중","","","","","","156831","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","195231.56385000000  ","444948.83897400000  ","CDFE1230001996000004","영업중"
"540","극단 예군","서울특별시 동작구 상도동 56-169번지 ","","19960521","운영중","","","","","","156030","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","","","CDFE1230001996000005","영업중"
"541","극단 사람","서울특별시 동작구 상도동 184-266번지 ","서울특별시 동작구 장승배기로7길 22  (상도동)","19960528","운영중","","","","","","156838","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","194660.57052700000  ","444684.42348700000  ","CDFE1230001996000006","영업중"
"542","하나로 21","서울특별시 동작구 대방동 335-25번지 ","서울특별시 동작구 상도로 73  (대방동)","19960625","운영중","","","","","","156808","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","193714.35265300000  ","444495.39903600000  ","CDFE1230001996000007","영업중"
"543","한국 오페라 아카데미","서울특별시 동작구 상도1동 143-64번지 ","","19960830","운영중","","","","","","156031","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","","","CDFE1230001996000008","영업중"
"544","밀양아리랑아트센터 소공연장","경상남도 밀양시 교동 487번지 ","경상남도 밀양시 밀양대공원로 112 (교동)","20160803","운영중","","","","","","","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","기타","자연녹지지역","055-359-4500","359387              ","224153              ","CDFE1230002016000001","영업중"
"545","밀양아리랑아트센터 대공연장","경상남도 밀양시 교동 487번지 ","경상남도 밀양시 밀양대공원로 112 (교동)","20160803","운영중","","","","","","","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","기타","자연녹지지역","055-359-4500","359387              ","224153              ","CDFE1230002016000002","영업중"
"546","연흥극장1관","서울특별시 영등포구 영등포동3가 2-0번지 ","서울특별시 영등포구 영등포로 256  (영등포동3가)","19630708","운영중","","","","","","150033","근린생활시설","","","","","","공연장","공연장","","","","","","1597","1596.83","","","","","기타","근린상업지역","678-1014","192030.59467600000  ","446580.13805500000  ","CDFE1230001963000001",""
"547","경원극장","서울특별시 영등포구 영등포동2가 175-0번지 ","서울특별시 영등포구 영등포로 253  (영등포동2가)","19690726","운영중","","","","","","150903","근린생활시설","","","","","","공연장","공연장","","","","","","4547","4546.59","","","","","유흥업소밀집지역","근린상업지역","2634-3212","192022.42962300000  ","446645.01501000000  ","CDFE1230001969000001",""
"548","(주)63시티","서울특별시 영등포구 여의도동 60-0번지 ","서울특별시 영등포구 63로 50  (여의도동)","19831216","운영중","","","","","","150896","근린생활시설","","","","","","공연장","공연장","","","","","","0","0","","","","","기타","근린상업지역","789-5679","194687.87861000000  ","446688.28486200000  ","CDFE1230001983000001",""
"549","영등포극장","서울특별시 영등포구 영등포동3가 5-70번지 ","서울특별시 영등포구 영등포로 228  (영등포동3가)","19831216","운영중","","","","","","150033","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","6785-925","191751.44565000000  ","446648.26089700000  ","CDFE1230001983000002",""
"550","남도극장","서울특별시 영등포구 당산동1가 6-0번지 ","서울특별시 영등포구 영등포로 164  (당산동1가)","19840912","운영중","","","","","","150800","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","2634-2712","191139.98015000000  ","446783.51917700000  ","CDFE1230001984000001",""
"551","미산소극장","서울특별시 영등포구 영등포동3가 13-0번지 ","서울특별시 영등포구 영등포로50길 5  (영등포동3가)","19881219","운영중","","","","","","150033","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","2635-0819","191995.81305400000  ","446551.34325300000  ","CDFE1230001988000001",""
"552","푸른소극장","서울특별시 영등포구 영등포동5가 24-0번지 ","서울특별시 영등포구 영등포로37길 4  (영등포동5가)","19890307","운영중","","","","","","150035","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","677-9195","191660.24078900000  ","446794.35360800000  ","CDFE1230001989000001",""
"553","경원극장 2관","서울특별시 영등포구 영등포동2가 175-0번지 ","서울특별시 영등포구 영등포로 253  (영등포동2가)","19890807","운영중","","","","","","150903","근린생활시설","","","","","","공연장","공연장","","","","","","4547","4546.59","","","","","유흥업소밀집지역","근린상업지역","2634-3212","192022.42962300000  ","446645.01501000000  ","CDFE1230001989000002",""
"554","드라마소극장","서울특별시 영등포구 영등포동3가 23-1번지 ","서울특별시 영등포구 영등포로50길 8-3  (영등포동3가)","19900629","운영중","","","","","","150033","근린생활시설","","","","","","공연장","공연장","","","","","","0","0","","","","","","근린상업지역","678-5970","191975.81052700000  ","446529.84538000000  ","CDFE1230001990000001",""
"555","KBS홀","서울특별시 영등포구 여의도동 18-0번지 ","서울특별시 영등포구 여의공원로 13 (여의도동)","19911014","운영중","","","","","","150914","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","781-2280","192641.95146000000  ","447420.54297400000  ","CDFE1230001991000001","영업중"
"556","연흥극장","서울특별시 영등포구 영등포동3가 2-0번지 ","서울특별시 영등포구 영등포로 256  (영등포동3가)","19980413","운영중","","","","","","150033","근린생활시설","","","","","","공연장","공연장","","","","","","1597","1596.83","","","","","기타","근린상업지역","678-1014","192030.59467600000  ","446580.13805500000  ","CDFE1230001998000001",""
"557","경원극장3관","서울특별시 영등포구 영등포동2가 175-0번지 ","서울특별시 영등포구 영등포로 253  (영등포동2가)","20011022","운영중","","","","","","150903","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","2634-3212","192022.42962300000  ","446645.01501000000  ","CDFE1230002001000001",""
"558","영산아트홀","서울특별시 영등포구 여의도동 12번지 ","서울특별시 영등포구 여의공원로 101 (여의도동)","20060313","운영중","","","","","","150869","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","기타","일반상업지역","6181-5260","193361.22128100000  ","447755.58455200000  ","CDFE1230002006000001","영업중"
"559","영등포아트홀","서울특별시 영등포구 당산동3가 3번지 ","서울특별시 영등포구 국회대로 596 (당산동3가)","20090209","운영중","","","","","","150802","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","주택가주변","준주거지역","2670-4020","191170.20096800000  ","447395.44384900000  ","CDFE1230002009000002","영업중"
"560","TCC아트홀","서울특별시 영등포구 당산동4가 93-1번지 TCC Center ","서울특별시 영등포구 국회대로 539 (당산동4가, TCC Center)","20111004","운영중","","","","","","150806","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","결혼예식장주변","","2633-3311","190709.01242600000  ","447762.58148300000  ","CDFE1230002011000001","영업중"
"561","아리수 아트홀","서울특별시 영등포구 여의도동 86번지 파라다이스 ","서울특별시 영등포구 여의동로 252 (여의도동, 파라다이스)","20120229","운영중","","","","","","150897","기타","","","","","","공연장","공연장","","","","","","","","","","","","기타","","447-3333","194835.35306300000  ","447040.36628700000  ","CDFE1230002012000001","영업중"
"562","KBS아트홀","서울특별시 영등포구 여의도동 18번지 ","서울특별시 영등포구 여의공원로 13 (여의도동, KBS한국방송)","20141030","운영중","","","","","","150790","","","","","","","공연장","공연장","","","","","","","","","","","","기타","일반상업지역","781-2280","192641.95146000000  ","447420.54297400000  ","CDFE1230002014000001","영업중"
"563","홀로그램극장 광주","광주광역시 남구 구동 12번지 ","광주광역시 남구 천변좌로338번길 7 (구동)","20161220","운영중","","","","","","","","","","","","","공연장","공연장","","","","","","","","","","","","","","062-670-7400","191683.61928900000  ","183585.32705900000  ","CDFE1230002016000001","영업중"
"564","청라호수공원 야외음악당","인천광역시 서구 경서동 947-2번지 청라호수공원 야외음악당 ","인천광역시 서구 청라대로 26 (경서동, 청라복합문화센터 1단계 운동시설)","20170202","운영중","","","","","","","근린생활시설","","","","","","공연장","공연장","","","","","","","","","","","","기타","자연녹지지역","032-723-7513","167553              ","446990              ","CDFE1230002017000001","영업중"
"565","더 무지카 아트홀","부산광역시 남구 대연동 73-30번지 지하1층 ","부산광역시 남구 수영로 지하 313-1, 지하1층 (대연동)","20170310","운영중","","","","","","","","","","","","","공연장","공연장","","","","","","","","","","","","","","","391419.65999300000  ","184390.21047900000  ","CDFE1230002017000001","영업중"
"566","프라임홀","대구광역시 중구 대봉동 214번지 ","대구광역시 중구 명덕로 333 (대봉동)","19930910","운영중","","","","","","700811","","","","","","","공연장","공연장","","","","","","","","","","","","","","420-8089","345104.89761700000  ","263226.98876700000  ","CDFE1230001993000001","영업중"
"567","대구 콘서트 하우스","대구광역시 중구 태평로2가 1-1번지 ","대구광역시 중구 태평로 141 (태평로2가)","20021231","운영중","","","","","","700112","","","","","","","공연장","공연장","","","","","","","","","","","","","","250-1400","343985.90760400000  ","265479.28528700000  ","CDFE1230002002000001","영업중"
"568","동아아트홀","대구광역시 중구 덕산동 53-3번지 ","대구광역시 중구 달구벌대로 2085 (덕산동)","20021231","운영중","","","","","","700070","","","","","","","공연장","공연장","","","","","","","","","","","","","","251-3371","343773.96553200000  ","264383.65656800000  ","CDFE1230002002000003","영업중"
"569","봉산문화회관 가온홀","대구광역시 중구 봉산동 125번지 ","대구광역시 중구 봉산문화길 77 (봉산동)","20040930","운영중","","","","","","700823","","","","","","","공연장","공연장","","","","","","","","","","","","","","661-3092","344205.93554100000  ","264064.77528300000  ","CDFE1230002004000002","영업중"
"570","아회아트홀","대구광역시 중구 남산동 940-4번지 ","대구광역시 중구 문우관길 47 (남산동)","20050506","운영중","","","","","","700440","","","","","","","공연장","공연장","","","","","","","","","","","","","","053-422-6465","343754.17504500000  ","264182.79458800000  ","CDFE1230002005000001","영업중"
"571","문화예술전용극장 THE CITY","대구광역시 중구 남일동 109-2번지 지하1층 ","대구광역시 중구 중앙대로 394 (남일동)","20070109","운영중","","","","","","700060","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","","중심상업지역","256-0369","343962.90970600000  ","264607.91297000000  ","CDFE1230002007000001","영업중"
"572","하모니아아트홀1관","대구광역시 중구 동성로3가 120-21번지 ","대구광역시 중구 동성로1길 29-29 (동성로3가)","20070803","운영중","","","","","","700093","","","","","","","공연장","공연장","","","","","","","","","","","","","","","344052.62377400000  ","264534.06073300000  ","CDFE1230002007000002","영업중"
"573","송죽씨어터","대구광역시 중구 화전동 11-1번지 ","대구광역시 중구 교동길 15 (화전동)","20091202","운영중","","","","","","700100","","","","","","","공연장","공연장","","","","","","","","","","","","","","252-5733","344090.30939800000  ","265177.63685100000  ","CDFE1230002009000001","영업중"
"574","아트플러스씨어터1관","대구광역시 중구 공평동 16-11번지 지하 1층 ","대구광역시 중구 동성로3길 83 (공평동)","20111207","운영중","","","","","","700150","","","","","","","공연장","공연장","","","","","","","","","","","","","","053-422-7679","344334.24114500000  ","264694.75386200000  ","CDFE1230002011000001","영업중"
"575","아트팩토리 청춘","대구광역시 중구 대봉동 20-35번지 지하1층 ","대구광역시 중구 달구벌대로 2204 (대봉동)","20120719","운영중","","","","","","700809","","","","","","","공연장","공연장","","","","","","","","","","","","","","053-744-5235","344895.86459600000  ","263987.24620100000  ","CDFE1230002012000001","영업중"
"576","떼아뜨로 중구","대구광역시 중구 종로2가 52번지 지하1층 ","대구광역시 중구 종로 30 (종로2가)","20121023","운영중","","","","","","700192","","","","","","","공연장","공연장","","","","","","","","","","","","","","070-8289-5629","343782.66388900000  ","264625.71854100000  ","CDFE1230002012000003","영업중"
"577","수창홀","대구광역시 중구 수창동 58-2번지 ","대구광역시 중구 달성로22길 31-12 (수창동)","20130416","운영중","","","","","","700850","","","","","","","공연장","공연장","","","","","","","","","","","","","","803-6252","343094.38355400000  ","265383.06815600000  ","CDFE1230002013000001","영업중"
"578","예술극장 온","대구광역시 중구 동인동2가 62-5번지 지하1층 ","대구광역시 중구 경상감영길 294 (동인동2가)","20130418","운영중","","","","","","700842","","","","","","","공연장","공연장","","","","","","","","","","","","","","424-8347","344802.15934000000  ","264879.48580400000  ","CDFE1230002013000002","영업중"
"579","라이브소극장 락왕","대구광역시 중구 남산동 2266-1번지 지하1층 ","대구광역시 중구 명덕로 111 (남산동, 지하1층)","20140408","운영중","","","","","","700836","근린생활시설","","","","","","공연장","공연장","","","","","","","","","","","","","","053-424-1052","342941.11309600000  ","263316.72149200000  ","CDFE1230002014000001","영업중"
"580","근대로아리소극장","대구광역시 중구 서문로1가 71-1번지 ","대구광역시 중구 경상감영길 32 (서문로1가)","20140919","운영중","","","","","","700251","","","","","","","공연장","공연장","","","","","","","","","","","","","","053-421-7880","343534.08188300000  ","264910.53237900000  ","CDFE1230002014000002","영업중"
"581","골목실험극장","대구광역시 남구 대명동 2130-16번지 ","대구광역시 남구 계명중앙1길 39-4, 1층 (대명동)","20170329","운영중","","","","","","","","","","","","","공연장","공연장","","","","","","","","","","","","","","","342919.74188100000  ","263235.02830200000  ","CDFE1230002017000003","영업중"
"582","문화센터 소공연장","광주광역시 동구 소태동 524-5번지 ","광주광역시 동구 남문로 646, 5층 (소태동, 동구문화센터)","20090702","운영중","","","","","","","","","","","","","공연장","공연장","","","","","","","","","","","","","","","193704.25549300000  ","181363.45601900000  ","CDFE1230002009000001","영업중"
"583","인천학생교육문화회관(대공연장)","인천광역시 중구 인현동 5번지 ","인천광역시 중구 자유공원로 12 (인현동)","20041201","운영중","","","","","","400180","","","","","","","공연장","공연장","","","","","","","","","","","","","","032-760-3533","167242.83305000000  ","441872.84001800000  ","CDFE1230002004000002","영업중"
"584","인천학생교육문화회관(소공연장)","인천광역시 중구 인현동 5번지 ","인천광역시 중구 자유공원로 12 (인현동)","20041201","운영중","","","","","","400180","","","","","","","공연장","공연장","","","","","","","","","","","","","","032-760-3533","167242.83305000000  ","441872.84001800000  ","CDFE1230002004000003","영업중"
"585","한중문화관 공연장","인천광역시 중구 항동1가 1-2번지 ","인천광역시 중구 제물량로 238 (항동1가)","20050607","운영중","","","","","","400031","근린생활시설","","","","","","공연장","공연장","","","","","","","","","","","","","","032-760-7864","166278.21536900000  ","441640.50212600000  ","CDFE1230002005000002","영업중"
"586","다락 소극장","인천광역시 중구 중앙동4가 1-1번지 3층 ","인천광역시 중구 신포로27번길 3, 3층 (중앙동4가)","20120329","운영중","","","","","","400014","","","","","","","공연장","공연장","","","","","","","","","","","","","","032-777-1959","166804.55914500000  ","441402.47531400000  ","CDFE1230002012000001","영업중"
"587","중구문화회관","인천광역시 중구 신흥동3가 39-24번지 ","인천광역시 중구 축항대로296번길 81 (신흥동3가)","20120918","운영중","","","","","","400103","","","","","","","공연장","공연장","","","","","","","","","","","","","","032-760-6400","167203.98292800000  ","437928.87636200000  ","CDFE1230002012000002","영업중"
"588","인천아트플랫폼","인천광역시 중구 해안동1가 1-5번지 ","인천광역시 중구 제물량로218번길 3 (해안동1가)","20131010","운영중","","","","","","400021","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","","","760-1005","166438.68993300000  ","441609.98690500000  ","CDFE1230002013000001","영업중"
"589","현대크루즈호","인천광역시 중구 항동7가 ","인천광역시 중구 연안부두로 36 (항동7가)","20140224","운영중","","","","","","400802","","","","","","","공연장","공연장","","","","","","","","","","","","","","032-882-5555","164770.27487600000  ","439639.31133500000  ","CDFE1230002014000001","영업중"
"590","강화문예회관 소공연장","인천광역시 강화군 강화읍 국화리 239번지 ","인천광역시 강화군 강화읍 고비고개로19번길 12","20021230","운영중","","","","","","417804","","","","","","","공연장","공연장","","","","","","","","","","","","","","03)933-8016","153630.22486700000  ","471957.79375500000  ","CDFE1230002002000001","영업중"
"591","토당청소년수련관","경기도 고양시 덕양구 토당동 3-39번지 ","","20031010","운영중","","","","","","412816","복지시설","","","","","","공연장","공연장","","","","","","","","","","","","","자연녹지지역","970-0031","184738.89199        ","458058.544559       ","CDFE1230002003000002","영업중"
"592","고양시문예회관","경기도 고양시 덕양구 주교동 600번지 ","경기도 고양시 덕양구 고양시청로 10 (주교동)","20040207","운영중","","","","","","412811","","","","","","","공연장","공연장","","","","","","","","","","","","","","965-2957","185241.61303500000  ","462083.25775200000  ","CDFE1230002004000001","영업중"
"593","어울림극장","경기도 고양시 덕양구 성사동 777번지 ","경기도 고양시 덕양구 어울림로 33  (성사동)","20040826","운영중","","","","","","412808","","","","","","","공연장","공연장","","","","","","","","","","","","","","1577-7766","185336              ","460681              ","CDFE1230002004000006","영업중"
"594","별모래극장","경기도 고양시 덕양구 성사동 777번지 ","경기도 고양시 덕양구 어울림로 33  (성사동)","20040826","운영중","","","","","","412808","","","","","","","공연장","공연장","","","","","","","","","","","","","","1577-7766","185336              ","460681              ","CDFE1230002004000007","영업중"
"595","꽃메야외극장","경기도 고양시 덕양구 성사동 777번지 ","경기도 고양시 덕양구 어울림로 33  (성사동)","20070424","운영중","","","","","","412808","","","","","","","공연장","공연장","","","","","","","","","","","","","","1577-7766","185336              ","460681              ","CDFE1230002007000001","영업중"
"596","아람극장","경기도 고양시 일산동구 마두동 816번지 고양아람누리 ","경기도 고양시 일산동구 중앙로 1286, 고양아람누리 (마두동)","20070424","운영중","","","","","","","","","","","","","공연장","공연장","","","","","","","","","","","","","","","179886              ","462097              ","CDFE1230002007000002","영업중"
"597","아람음악당","경기도 고양시 일산동구 마두동 816번지 고양아람누리 ","경기도 고양시 일산동구 중앙로 1286, 고양아람누리 (마두동)","20070424","운영중","","","","","","","","","","","","","공연장","공연장","","","","","","","","","","","","","","","179886              ","462097              ","CDFE1230002007000003","영업중"
"598","새라새극장","경기도 고양시 일산동구 마두동 816번지 고양아람누리 ","경기도 고양시 일산동구 중앙로 1286, 고양아람누리 (마두동)","20070424","운영중","","","","","","","","","","","","","공연장","공연장","","","","","","","","","","","","","","","179886              ","462097              ","CDFE1230002007000004","영업중"
"599","노루목야외극장","경기도 고양시 일산동구 마두동 816번지 고양아람누리 ","경기도 고양시 일산동구 중앙로 1286, 고양아람누리 (마두동)","20070424","운영중","","","","","","","","","","","","","공연장","공연장","","","","","","","","","","","","","","","179886              ","462097              ","CDFE1230002007000005","영업중"
"600","나가수공연장","경기도 고양시 일산동구 장항동 736-6번지 정안프라자 303호","경기도 고양시 일산동구 고봉로 32-36 (장항동)","20120222","운영중","","","","","","410837","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","유흥업소밀집지역","상업지역","922-9448","179409.92091600000  ","462680.32123900000  ","CDFE1230002012000001","영업중"
"601","레미어린이극장","경기도 고양시 일산서구 대화동 1050-171번지 롯데마트빅마켓일산킨텍스점 지하1층호","경기도 고양시 일산서구 주엽로 79, 롯데마트빅마켓일산킨텍스점 지하1층 (대화동)","20141118","운영중","","","","","","","근린생활시설","","","","","","공연장","공연장","","","","","","","","","","","","기타","일반상업지역","","178237              ","462762              ","CDFE1230002014000001","영업중"
